,source,freq,statement,veracity,length
10047,Regina Benjamin,1,"""The United States death rate is two-and-a-half times higher for those who do not have a high school education.""",True,112
10069,Gary Schaer,1,"""Hair stylists are required to undergo more government scrutiny than foreclosure consultants.""",True,94
10092,Sam Olens,2,"""The governor having a meeting ... isn't covered by the open meetings act.""",True,75
10102,Nicholas Scutari,1,"""Certainly we're going to be the most restrictive state in the land … in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.""",True,211
10119,Democratic Party of Wisconsin,3,"""Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote""",Pants on Fire!,97
10120,Richard Codey,1,"""One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we don’t care.""",True,146
10132,Tim Grendell,2,"""You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.""",False,235
10135,Alison Littell McHose,1,"""Illegal immigration costs state taxpayers over $3 billion every year.""",False,71
10153,Peggy Lehner,1,"""There’s actually 600 abortions done after the 20th week of pregnancy every year in Ohio.""",True,90
10155,Barry Hinckley,3,"""There's no money in Social Security.""",False,38
10165,Ash Williams,1,"""The (State Board of Administration) transparency issue got a great airing the last legislative session.""",False,105
10166,Patrick Murphy,2,"""For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.""",True,160
10186,Charlie Hales,1,"""When I served as City Commissioner, we made great strides …we successfully fought for, and won, adding women and people of color to the Fire Bureau.""",True,150
10197,Chip Rogers,1,"""The state of Georgia is near the bottom among states for SAT scores and graduation rates.""",True,91
10204,Sam Olens,2,"""If you're from Guatemala and you are found illegally in Mexico, you are automatically jailed.""",False,95
10219,Victoria Jackson,1,"""A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.""",Pants on Fire!,104
10237,Alan Hays,2,"""Your tax dollars are not being used to sue you, the people.""",False,61
10239,Alan Hays,2,"""I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.""",True,82
10245,Grover Norquist,2,"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""",False,128
10250,Brian Kemp,2,"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.""",True,100
10252,Marc Morial,1,"""The black unemployment rate (has) increased since the recovery has begun.""",True,75
10284,Joseph Trillo,1,"""There are 30,000 people that have been killed with seat belts.""",Pants on Fire!,64
10288,Adam Hasner,1,"""I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.""",False,159
10303,Ocean State Policy Research Institute,2,"""Dubious taxpayer-funded stimulus projects in Rhode Island include … $250,000 to provide digital television to the state’s inmate population.""",False,142
10304,Eddie Rodriguez,1,"""We’re losing almost 6,000 state jobs.""",True,39
10331,Nina Turner,2,"""Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.""",True,105
10332,Jeff Tittel,2,"""One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.""",False,146
10339,Rod Smith,1,"""Rick Scott has destroyed over 100,000 jobs.""",False,45
10350,Dan Kapanke,1,"""Protesters caused $7.5 million in damage to the Wisconsin State House""",Pants on Fire!,71
10362,Michael Doherty,3,"""The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.""",True,126
10380,Tom  Kean Jr.,2,"""The state’s tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.""",False,123
10392,Paul Doughty,1,"""Providence is one of the busiest fire departments for its relative size in the country.""",True,89
10396,Loretta  Weinberg,2,"""(New Jersey Network) is the only news station which covers New Jersey government.""",False,83
10403,Peter Barca,1,"""Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away people’s rights to collective bargaining.""",False,141
10411,Jon Stewart,2,"""Who are the most consistently misinformed media viewers? … Fox viewers, consistently, every poll.""",False,99
10413,National Republican Senatorial Committee,2,"""President Obama and liberal former DNC Chairman Tim Kaine’s $787 billion stimulus failed to create jobs.""",False,106
10414,Turn Right USA,1,"""Janice Hahn hired hard-core gang members with taxpayer money to be 'gang-intervention specialists.' She even helped them get out of jail, so they could rape and kill again.""",False,174
10421,Michael Cutler,1,"""A couple of hundred American cities are infested by members of the Mexican cartels.""",True,85
10428,Ray Lewis,1,"""Do this research … watch how much crime picks up if you take away [football].""",False,79
10440,Mike Stenhouse,2,"""It’s just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.""",Pants on Fire!,99
10457,Michelle Litjens,1,"""Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!""",True,111
10463,Reince Priebus,3,"""We have unemployment that rivals the Great Depression.""",False,56
10488,Scott Rigell,1,"""The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.""",False,105
10492,Ian Lang,1,"""Rhode Island continues to have the highest rates of substance abuse in the country.""",True,85
10522,Mike Haridopolos,2,"""No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.""",False,96
10528,Kathleen Passidomo,1,"""It is a greater crime to have an untagged alligator than to host an open house party (for kids).""",True,98
10543,Rob Eissler,1,"""Obesity kills 34 children per hour.""",Pants on Fire!,37
10545,E.J. Finocchio,1,"""Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.""",False,115
10547,Mark Miller,2,"""Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.""",True,102
10565,Jeff Brandes,2,"""Sometimes I was the only 'no' vote on the entire board.""",True,57
10578,Amy Hanauer,1,"""To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.""",True,135
10582,Crossroads GPS,3,"""Unions don’t have to comply with Obamacare.""",Pants on Fire!,45
10591,Rhode Island ACLU,1,"""No other Northeastern state has passed a photo ID law""",True,55
10597,AmeriPAC,1,"""The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.""",Pants on Fire!,121
10610,Steve Oelrich,1,"""You can't give a child an aspirin in school without permission. You can't do any kind of medication, but we can secretly take the child off and have an abortion.""",True,163
10634,Matt Lundy,2,"""The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.""",True,98
10640,Jim Moran,1,"""American oil production is at its highest level since 2003.""",True,61
10644,Christopher Plante,1,"""The people of Rhode Island don't want same-sex marriage.""",Pants on Fire!,58
10659,Robert Watson,1,"""I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.""",False,126
10672,Stephen Ucci,1,"""A [bank] surveillance camera capturing a criminal’s face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.""",False,169
10684,Dick Armey,2,"""At Texas A&M University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.""",False,152
10691,Max Nofziger,1,"""Currently, there is no one from South Austin on the (Austin City) Council!""",True,76
10707,Victoria Taft,1,"""A $250 fine if you're caught with a plastic bag coming out of a store. Plastic bag police anyone?""",False,99
10710,Richard Corcoran,1,"""90 percent of babies with Down syndrome are aborted.""",True,54
10720,Allie McCullen,1,"""The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship.""",False,159
10722,Eric Eisnaugle,1,"""Mickey Mouse was registered to vote (in Florida).""",False,51
10723,Tim Grendell,2,"""In Senate Bill 5, there is this new method of evaluating teachers. … You’re also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.""",True,195
10724,Randy Forbes,3,"""Each day our nation pays communist China $73.9 million in interest on our debt.""",True,81
